16.000000, -3.500000
16.000000, -3.500000
16.000000, -2.500000
16.000000, -2.500000
16.000000, -1.500000
16.000000, -1.500000
16.000000, -0.500000
16.000000, -0.500000
16.500000, -0.000000
16.500000, -0.000000
17.500000, -0.000000
17.500000, -0.000000
18.500000, -0.000000
18.500000, -0.000000
19.500000, -0.000000
19.500000, -0.000000
20.500000, -0.000000
20.500000, -0.000000
21.500000, -0.000000
21.500000, -0.000000
22.500000, -0.000000
22.500000, -0.000000
23.500000, -0.000000
23.500000, -0.000000
24.000000, -0.500000
24.000000, -0.500000
24.000000, -1.500000
24.000000, -1.500000
24.000000, -2.500000
24.000000, -2.500000
24.000000, -3.500000
24.000000, -3.500000
24.000000, -4.500000
24.000000, -4.500000
24.000000, -5.500000
24.000000, -5.500000
24.000000, -6.500000
24.000000, -6.500000
24.000000, -7.500000
24.000000, -7.500000
23.500000, -8.000000
23.500000, -8.000000
22.500000, -8.000000
22.500000, -8.000000
21.500000, -8.000000
21.500000, -8.000000
20.500000, -8.000000
20.500000, -8.000000
19.500000, -8.000000
19.500000, -8.000000
18.500000, -8.000000
18.500000, -8.000000
17.500000, -8.000000
17.500000, -8.000000
16.500000, -8.000000
16.500000, -8.000000
16.000000, -7.500000
16.000000, -7.500000
16.000000, -6.500000
16.000000, -6.500000
16.000000, -5.500000
16.000000, -5.500000
16.000000, -4.500000
16.000000, -4.500000
32.000000, -3.500000
32.000000, -3.500000
32.000000, -2.500000
32.000000, -2.500000
32.000000, -1.500000
32.000000, -1.500000
32.000000, -0.500000
32.000000, -0.500000
32.500000, -0.000000
32.500000, -0.000000
33.500000, -0.000000
33.500000, -0.000000
34.500000, -0.000000
34.500000, -0.000000
35.500000, -0.000000
35.500000, -0.000000
36.500000, -0.000000
36.500000, -0.000000
37.500000, -0.000000
37.500000, -0.000000
38.500000, -0.000000
38.500000, -0.000000
39.500000, -0.000000
39.500000, -0.000000
40.000000, -0.500000
40.000000, -0.500000
40.000000, -1.500000
40.000000, -1.500000
40.000000, -2.500000
40.000000, -2.500000
40.000000, -3.500000
40.000000, -3.500000
40.000000, -4.500000
40.000000, -4.500000
40.000000, -5.500000
40.000000, -5.500000
40.000000, -6.500000
40.000000, -6.500000
40.000000, -7.500000
40.000000, -7.500000
39.500000, -8.000000
39.500000, -8.000000
38.500000, -8.000000
38.500000, -8.000000
37.500000, -8.000000
37.500000, -8.000000
36.500000, -8.000000
36.500000, -8.000000
35.500000, -8.000000
35.500000, -8.000000
34.500000, -8.000000
34.500000, -8.000000
33.500000, -8.000000
33.500000, -8.000000
32.500000, -8.000000
32.500000, -8.000000
32.000000, -7.500000
32.000000, -7.500000
32.000000, -6.500000
32.000000, -6.500000
32.000000, -5.500000
32.000000, -5.500000
32.000000, -4.500000
32.000000, -4.500000
48.000000, -3.500000
48.000000, -3.500000
48.000000, -2.500000
48.000000, -2.500000
48.000000, -1.500000
48.000000, -1.500000
48.000000, -0.500000
48.000000, -0.500000
48.500000, -0.000000
48.500000, -0.000000
49.500000, -0.000000
49.500000, -0.000000
50.500000, -0.000000
50.500000, -0.000000
51.500000, -0.000000
51.500000, -0.000000
52.500000, -0.000000
52.500000, -0.000000
53.500000, -0.000000
53.500000, -0.000000
54.500000, -0.000000
54.500000, -0.000000
55.500000, -0.000000
55.500000, -0.000000
56.000000, -0.500000
56.000000, -0.500000
56.000000, -1.500000
56.000000, -1.500000
56.000000, -2.500000
56.000000, -2.500000
56.000000, -3.500000
56.000000, -3.500000
56.000000, -4.500000
56.000000, -4.500000
56.000000, -5.500000
56.000000, -5.500000
56.000000, -6.500000
56.000000, -6.500000
56.000000, -7.500000
56.000000, -7.500000
55.500000, -8.000000
55.500000, -8.000000
54.500000, -8.000000
54.500000, -8.000000
53.500000, -8.000000
53.500000, -8.000000
52.500000, -8.000000
52.500000, -8.000000
51.500000, -8.000000
51.500000, -8.000000
50.500000, -8.000000
50.500000, -8.000000
49.500000, -8.000000
49.500000, -8.000000
48.500000, -8.000000
48.500000, -8.000000
48.000000, -7.500000
48.000000, -7.500000
48.000000, -6.500000
48.000000, -6.500000
48.000000, -5.500000
48.000000, -5.500000
48.000000, -4.500000
48.000000, -4.500000
64.000000, -3.500000
64.000000, -3.500000
64.000000, -2.500000
64.000000, -2.500000
64.000000, -1.500000
64.000000, -1.500000
64.000000, -0.500000
64.000000, -0.500000
64.500000, -0.000000
64.500000, -0.000000
65.500000, -0.000000
65.500000, -0.000000
66.500000, -0.000000
66.500000, -0.000000
67.500000, -0.000000
67.500000, -0.000000
68.500000, -0.000000
68.500000, -0.000000
69.500000, -0.000000
69.500000, -0.000000
70.500000, -0.000000
70.500000, -0.000000
71.500000, -0.000000
71.500000, -0.000000
72.000000, -0.500000
72.000000, -0.500000
72.000000, -1.500000
72.000000, -1.500000
72.000000, -2.500000
72.000000, -2.500000
72.000000, -3.500000
72.000000, -3.500000
72.000000, -4.500000
72.000000, -4.500000
72.000000, -5.500000
72.000000, -5.500000
72.000000, -6.500000
72.000000, -6.500000
72.000000, -7.500000
72.000000, -7.500000
71.500000, -8.000000
71.500000, -8.000000
70.500000, -8.000000
70.500000, -8.000000
69.500000, -8.000000
69.500000, -8.000000
68.500000, -8.000000
68.500000, -8.000000
67.500000, -8.000000
67.500000, -8.000000
66.500000, -8.000000
66.500000, -8.000000
65.500000, -8.000000
65.500000, -8.000000
64.500000, -8.000000
64.500000, -8.000000
64.000000, -7.500000
64.000000, -7.500000
64.000000, -6.500000
64.000000, -6.500000
64.000000, -5.500000
64.000000, -5.500000
64.000000, -4.500000
64.000000, -4.500000
80.000000, -3.500000
80.000000, -3.500000
80.000000, -2.500000
80.000000, -2.500000
80.000000, -1.500000
80.000000, -1.500000
80.000000, -0.500000
80.000000, -0.500000
80.500000, -0.000000
